日期\时间,0:10,0:20,0:30,0:40,0:50,1:00,1:10,1:20,1:30,1:40,1:50,2:00,2:10,2:20,2:30,2:40,2:50,3:00,3:10,3:20,3:30,3:40,3:50,4:00,4:10,4:20,4:30,4:40,4:50,5:00,5:10,5:20,5:30,5:40,5:50,6:00,6:10,6:20,6:30,6:40,6:50,7:00,7:10,7:20,7:30,7:40,7:50,8:00,8:10,8:20,8:30,8:40,8:50,9:00,9:10,9:20,9:30,9:40,9:50,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,12:50,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:30,16:40,16:50,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:40,18:50,19:00,19:10,19:20,19:30,19:40,19:50,20:00,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:00,22:10,22:20,22:30,22:40,22:50,23:00,23:10,23:20,23:30,23:40,23:50,0:00+1
2025/11/9,3167.8570,3149.7413,3569.0700,3497.8716,3380.2951,3453.7800,3479.0277,3564.2615,3654.3500,3539.3248,3410.4626,3442.8500,3616.1405,3624.5726,3525.4300,3642.0475,3649.9742,3521.2500,3573.1492,3659.1323,3694.3200,3738.5108,3706.1654,3627.2600,3633.7193,3653.6599,3649.7100,3641.0271,3536.9331,3506.4600,3791.0412,3800.8318,3454.3600,3366.9996,4019.9316,4848.7100,4780.7079,4680.4471,4842.5600,4733.1353,4739.2221,4904.9300,4860.6024,4895.9509,4900.7300,4595.9424,5227.1009,6484.5900,6705.5219,6552.7667,6580.2000,6631.7039,6566.9098,6452.7900,6489.0108,6623.4393,6733.1800,6708.1378,6523.0191,6422.8400,6681.9283,6725.2641,6436.0500,6274.0320,6305.2207,6336.8700,6175.7844,6213.7986,6425.0100,6369.7529,6209.8812,6124.4300,6126.5822,6128.0606,6114.2700,6134.8478,6112.9089,6089.2300,6190.5956,6288.4228,6235.4800,6026.3202,6016.5556,6226.1200,6317.7982,6234.6457,6157.1800,6286.1561,6273.3316,6107.6100,6141.3436,6278.8904,6374.4200,6359.7936,6215.2635,6064.3000,6089.2699,6182.3744,6199.9200,6104.7516,6120.1556,6230.9100,6204.2855,6148.6381,6222.5900,6318.1317,5488.7922,4278.6800,4256.9032,4353.6146,4188.7600,4419.4458,4419.6797,4162.7100,4283.2285,4348.2067,4255.0800,4359.3895,4432.1751,4404.5600,4439.6108,4387.1789,4255.4900,4247.0575,4378.0219,4545.8100,4584.2725,4369.3631,4208.7700,4460.8033,4073.9332,3219.6400,3175.5482,3352.4224,3334.9600,3324.6367,3353.9806,3314.7800,3112.8325,3058.8396,3196.6400,3285.0283,3408.6248,3501.7100
2025/11/10,3397.8294,3448.7678,3632.7100,3563.0563,3410.1940,3332.7400,3353.6463,3563.9386,3719.2600,3467.5091,3408.3187,3614.7400,3562.4764,3406.9533,3379.2700,3534.1876,3639.6652,3569.3200,3420.5620,3462.8453,3592.5400,3487.3949,3579.0960,3850.5400,3820.6216,3709.6005,3694.3000,3722.7834,3732.4522,3684.5500,3588.7126,3546.5396,3557.2700,3615.6717,4161.3546,4890.6000,4960.1120,4777.0153,4730.8700,4826.8803,4896.6931,4858.9000,4770.4647,4729.6122,4711.2100,4733.7771,5465.4245,6506.5000,6686.8006,6648.2681,6768.8500,6763.5201,6622.2736,6517.8500,6616.9087,6650.7486,6531.8700,6433.9608,6409.2858,6445.8800,6498.8595,6518.3070,6543.2100,6644.9350,6672.8143,6596.1700,6532.7095,6488.7754,6464.4200,6453.3750,6338.3216,6160.3700,6087.8110,6054.2498,5987.0100,5924.8537,6114.3017,6392.7200,6331.0544,6257.7921,6268.9900,6152.1457,6151.5090,6254.4000,6200.5986,6227.9968,6362.7800,6368.2327,6312.2625,6223.7200,6069.8203,6035.4972,6098.5600,6066.9581,6109.5929,6237.0800,6266.8618,6246.0561,6207.3400,6128.7247,6068.4921,6115.9600,6268.3634,6146.3777,6012.6800,6343.3089,5630.1324,4304.1200,4381.8244,4525.1538,4258.6300,4454.7922,4503.7932,4271.5600,4302.4256,4402.3125,4397.0800,4343.0334,4356.0936,4428.7600,4443.1594,4383.4483,4252.3800,4119.8632,4327.6346,4593.5900,4293.1780,4163.3239,4463.2300,4635.9352,4195.3193,3426.2100,3120.3338,3126.3415,3185.2000,3216.4984,3300.8608,3366.4800,3262.6254,3272.1856,3436.9300,3495.5375,3389.0295,3299.5500
2025/11/11,3457.6302,3554.3115,3454.3300,3332.7807,3354.7244,3474.6700,3496.8367,3444.8758,3446.6600,3595.9219,3670.2960,3570.8800,3424.1460,3434.7790,3568.5400,3608.3233,3623.2473,3590.8600,3421.2486,3404.0522,3598.5300,3756.1275,3713.7285,3522.6600,3395.0844,3423.4775,3553.0100,3632.8979,3596.2571,3546.6300,3662.0976,3824.4878,3801.9200,3567.7396,4006.6199,4829.0900,4846.0056,4832.5872,5012.3100,4826.9670,4791.9972,4960.9300,4873.6328,4948.1567,5034.6400,4676.2109,5274.8968,6533.3800,6666.9218,6579.9797,6681.6900,6464.7744,6484.1245,6705.0900,6522.0976,6484.2527,6657.5700,6528.9500,6381.8193,6429.3000,6559.9297,6495.0537,6350.8000,6484.5849,6507.8805,6364.3000,6400.0515,6483.5671,6481.1900,6384.2716,6195.3202,5999.0100,5934.3618,6026.4684,6080.0900,5893.3814,5970.3715,6275.7600,6266.0510,6222.1272,6310.6300,6378.9554,6318.5494,6220.5200,6260.8790,6229.0465,6133.4400,6193.8304,6214.1643,6106.5200,6010.4534,6099.8012,6251.7600,6188.1136,6201.0026,6288.0500,6158.0073,6110.0397,6235.4800,6288.5291,6129.3857,5954.1100,6088.2455,6173.8218,6137.3800,6133.7471,5452.3771,4446.0600,4292.3668,4361.7449,4301.1200,4358.3913,4241.4094,4096.4500,4372.8743,4442.7298,4237.8300,4320.7675,4447.5538,4441.9700,4394.0372,4342.4699,4267.2700,4153.0829,4164.7848,4293.4200,4357.5675,4366.5985,4453.1800,4608.6220,4030.1025,3172.4100,3351.3531,3550.7415,3331.8000,3256.3457,3197.5715,3178.2200,3418.6390,3601.5549,3510.2900,3264.4705,3342.2002,3580.0400
2025/11/12,3381.7557,3301.3094,3442.4400,3347.3428,3281.1430,3379.2900,3476.6586,3484.9209,3444.9500,3460.0697,3462.7220,3462.5200,3534.6513,3541.7806,3506.5600,3580.8224,3587.7027,3547.2400,3637.0281,3561.3758,3409.0300,3582.3310,3730.4890,3670.7500,3580.4636,3620.6528,3734.1900,3729.0359,3706.1623,3666.6700,3544.6096,3677.4137,3819.4900,3465.0149,3741.3340,4619.6600,4905.9511,5003.8474,5070.6400,4824.3125,4838.6377,5017.8300,4729.5657,4710.4366,4954.8400,4806.4209,5313.9615,6401.5000,6793.4453,6664.8540,6501.3300,6584.3917,6666.5040,6599.0100,6464.7931,6350.1526,6311.8900,6364.6095,6465.3079,6554.5900,6575.4206,6496.6491,6458.8400,6640.3825,6721.3487,6511.5800,6166.6397,6171.7978,6442.9700,6413.9947,6186.1754,6032.8400,6103.8289,6079.0842,5888.7500,5803.1275,5972.1964,6276.8900,6414.2418,6294.6104,6094.0100,6102.5710,6228.8085,6303.8200,6233.7006,6140.9853,6147.7700,6260.9745,6256.0086,6121.4900,6060.7793,6056.3209,6079.3600,6122.3531,6083.2938,6034.0300,6129.2050,6081.4455,5917.1800,5979.1297,6168.9517,6266.2700,6145.7413,6080.1391,6206.6300,6277.0834,5502.0315,4301.4000,3996.9382,4166.9000,4343.4700,4443.7719,4320.5026,4124.9500,4194.9390,4344.6041,4406.9500,4392.3846,4403.0320,4455.4500,4467.4078,4393.8163,4315.0000,4335.4049,4216.3701,4092.2700,4322.5506,4362.9764,4264.8900,4518.7818,4133.3386,3280.6900,3212.8722,3358.9317,3341.5900,3365.6764,3309.9532,3214.9900,3276.7382,3317.9855,3245.0300,3168.2575,3281.3076,3458.3100
2025/11/13,3397.4385,3424.8099,3535.0800,3400.5232,3354.7724,3497.8400,3578.4101,3557.0760,3446.1200,3310.2527,3426.9987,3676.1400,3651.3428,3592.4894,3602.0200,3559.8388,3655.3211,3790.0900,3656.6074,3566.4487,3578.6900,3472.9114,3536.5577,3745.8800,3744.3254,3614.4892,3545.5400,3641.4517,3708.0805,3712.3300,3769.0731,3657.3281,3393.1300,3344.1417,3952.5715,4818.1100,5012.0632,4905.5451,4816.2800,4742.6769,4931.2566,5110.3800,4762.0979,4673.0585,4871.3700,4751.3028,5451.8339,6640.2600,6683.8734,6394.4096,6421.1200,6606.4350,6747.6715,6716.9900,6518.4750,6366.5917,6351.0100,6392.9656,6446.0581,6472.6000,6450.8284,6426.4955,6429.0500,6451.0123,6471.7796,6508.8500,6579.1048,6542.5700,6439.8100,6421.6492,6217.9521,5878.9000,5788.0980,5943.6417,6076.5000,5945.9135,6054.7511,6328.2000,6202.3100,6185.3617,6314.2800,6117.6019,6055.0107,6221.9900,6230.4388,6174.6134,6182.2800,6257.3897,6290.7432,6309.4600,6409.0092,6323.1627,6130.5400,6180.4207,6174.4926,6058.1900,6085.0608,6109.1280,6103.2400,6193.9720,6238.1857,6210.4100,6224.9271,6214.3084,6279.1300,6435.9314,5584.8722,4204.1800,3998.2732,4177.0965,4191.2800,4297.2967,4436.4524,4470.9400,4345.4209,4286.4281,4354.2700,4404.8344,4422.5794,4424.3500,4427.3797,4455.8026,4442.7200,4299.2778,4213.0674,4285.5600,4421.0045,4379.3207,4331.0200,4559.5956,4090.2113,3211.2100,3239.6476,3325.5620,3168.6600,3324.2190,3364.8166,3293.9400,3531.0885,3447.2627,3111.3000,3196.1021,2968.7627,2427.5900
2025/11/14,2387.8250,2569.8571,2649.7400,2589.6885,2525.5410,2509.7300,2499.0750,2557.1657,2607.0000,2522.6240,2632.6567,2830.3900,2680.4791,2611.4168,2707.0400,2627.1849,2590.2833,2685.9700,2744.7880,2666.7308,2534.2800,2534.8879,2624.2891,2626.3100,2436.9167,2500.3027,2736.0000,2625.6196,2531.3118,2637.1700,2752.8931,2812.8106,2794.2300,2717.3133,2732.4439,2755.3500,2589.3671,2630.7757,2835.5600,2769.1372,2781.4779,2991.7700,3145.4294,3225.0155,3244.0800,3193.1864,3104.2381,3044.0900,3072.6252,3126.9673,3161.9400,3228.8257,3549.2122,3911.1900,3858.9372,3838.0272,3953.3300,3860.9284,3701.3218,3616.1900,3625.4008,3757.1829,3833.9500,3638.3240,3605.4534,3756.4300,3692.9376,3642.2529,3659.2800,3568.8135,3599.2520,3707.9500,3606.5684,3516.8765,3573.3000,3666.1493,3596.6015,3403.7300,3341.2614,3481.8946,3655.7600,3629.7586,3677.0672,3773.6100,3612.5537,3448.8286,3431.2500,3466.1973,3496.7527,3512.0600,3519.0102,3465.8585,3442.2100,3576.5916,3546.3482,3338.9300,3288.1328,3410.8097,3552.3600,3491.8623,3109.4234,2677.6800,2642.8186,2694.0164,2646.4500,2615.4223,2638.3095,2699.4100,2748.9919,2727.3954,2705.7000,2807.6635,2844.2463,2729.9900,2588.0291,2629.1089,2770.0000,2732.6713,2705.6097,2776.0500,2816.2669,2733.5491,2663.2500,2798.6024,2725.9480,2539.7200,2750.6256,2908.9295,2846.4900,2806.8467,2583.6246,2290.8500,2294.1840,2233.3534,2069.1100,2135.9938,2244.1377,2289.0200,2350.1195,2361.0581,2358.2500,2460.5890,2553.2869,2534.0700
2025/11/15,2422.0646,2420.5544,2517.1100,2516.8892,2531.2965,2570.8700,2532.3563,2568.7917,2677.9700,2680.6473,2578.0038,2495.8300,2552.6229,2542.4112,2472.9500,2559.7545,2672.0219,2712.1000,2711.6393,2725.1951,2757.4400,2762.2480,2712.6536,2708.1400,2850.4759,2790.3034,2609.7700,2725.9314,2737.8841,2600.2100,2683.6050,2770.8276,2752.8000,2748.7253,2744.9571,2680.3500,2549.5693,2599.1301,2750.6400,2706.4819,2824.1306,3174.3600,3412.4684,3363.2280,3181.4100,3189.9964,3260.3929,3287.1300,3293.5840,3260.7098,3127.5700,2945.5030,3293.4737,3961.0900,4103.9797,4013.5398,3941.4500,3856.2927,3917.5340,4065.9100,4048.2423,3914.9637,3768.0100,3667.9765,3617.8165,3566.4900,3480.9991,3546.0208,3681.9200,3618.7755,3588.3202,3635.5500,3581.2150,3599.8121,3687.0000,3667.4137,3747.9746,3856.6600,3699.2833,3587.0857,3625.5300,3622.0416,3630.8108,3630.1700,3528.8679,3511.3423,3558.2300,3486.2725,3536.4851,3666.3400,3570.6827,3453.0274,3390.7000,3295.6942,3425.4660,3583.1300,3297.5060,3146.5399,3342.9300,3460.0843,3080.4965,2529.2800,2565.6359,2768.0302,2786.1700,2670.4428,2572.7388,2591.5700,2710.1784,2756.3432,2680.5600,2602.1841,2662.2608,2761.9600,2680.8556,2671.5116,2771.8100,2763.0921,2738.3616,2767.6600,2818.9820,2869.6642,2883.8000,2821.6764,2699.8562,2653.5600,2790.8357,2722.2017,2587.5100,2859.4661,2769.5366,2296.4400,2219.3020,2274.5795,2261.4900,2297.1113,2424.3279,2547.2600,2525.0765,2492.2642,2402.9600,2172.6978,2516.5671,3263.2000
2025/11/16,3463.6701,3401.7030,3373.8700,3390.6381,3536.1139,3664.0100,3507.4879,3316.4462,3250.2100,3284.0152,3529.2143,3732.1900,3484.5085,3339.4118,3530.0100,3723.3071,3603.0912,3349.4900,3449.8354,3680.2481,3718.1700,3478.3602,3459.3775,3676.5500,3671.7398,3599.4378,3625.9700,3716.9580,3644.7356,3513.1600,3661.7374,3861.9183,3789.3600,3462.2446,3989.9695,4993.8800,4948.6765,4740.5859,4897.4700,5016.4444,4905.1286,4687.7300,4668.6348,4849.9201,4921.3900,4700.8876,5369.0329,6515.2600,6508.6585,6506.9086,6842.8700,6661.9289,6504.2221,6632.5800,6731.1444,6741.0182,6672.4700,6567.4992,6591.7050,6671.2800,6548.0295,6310.0252,6191.6600,6372.0233,6587.5463,6592.7600,6406.1521,6548.0790,6834.8300,6555.3286,6180.0346,5995.8800,5876.3074,5974.5320,6102.3900,5895.4338,5918.6071,6240.9800,6345.1349,6297.2573,6280.0500,6377.7896,6434.7104,6324.5400,6095.8560,6115.6044,6268.3000,6099.5773,6021.9359,6174.9600,6261.0002,6220.8401,6155.3600,6197.2312,6232.5044,6229.6000,6260.8849,6241.0298,6198.2200,6270.9552,6416.1974,6437.7300,6180.9881,6063.5289,6217.8600,6276.2524,5630.4357,4604.5600,4198.6113,4176.6883,4258.9100,4395.9658,4370.5476,4218.5800,4192.2452,4221.5534,4285.8100,4429.2388,4435.8311,4308.7100,4276.1654,4326.2893,4423.6300,4532.6735,4471.0406,4291.4200,4250.7838,4334.1408,4450.6500,4441.4332,3928.6456,3246.7600,3189.7425,3338.7470,3355.4100,3309.2679,3325.9519,3380.4600,3351.1730,3361.2592,3366.3000,3241.0203,3422.5977,3665.3900
2025/11/17,3292.4654,3157.2223,3404.1000,3360.8083,3460.9963,3753.1500,3756.2304,3564.0187,3374.6900,3337.7163,3577.8731,3833.3200,3658.0726,3382.2783,3281.4900,3358.5795,3535.4420,3682.2000,3682.8133,3612.8803,3575.0000,3613.6511,3630.4482,3593.3000,3553.8243,3497.5365,3532.5400,3762.3299,3741.1050,3568.2100,3767.5470,3848.9585,3601.7200,3411.5893,3847.6208,4591.2100,4731.4359,4680.0489,4774.7600,4907.2973,4858.1312,4681.9000,4653.1109,4734.2378,4765.1000,4751.1498,5467.4500,6552.6400,6765.9265,6640.6219,6592.8800,6519.7352,6531.9118,6549.6000,6392.8813,6455.2310,6655.4500,6529.2540,6532.9753,6674.3200,6485.9247,6325.8651,6386.3900,6476.6326,6404.4851,6262.4000,6314.0676,6394.8284,6445.8200,6525.9653,6326.0194,6001.1600,6038.4692,6039.2449,5876.5900,5872.3442,6131.6861,6380.6900,6244.4292,6195.7307,6330.3100,6268.0099,6095.7243,6030.5000,6190.9302,6285.8516,6184.7700,6030.8312,6001.8721,6119.2900,6247.7282,6276.3179,6161.8200,5970.6291,5953.6099,6062.0700,6017.7433,5996.4049,6115.1300,6292.2979,6362.1195,6290.1300,6173.0606,6038.3653,6068.9500,6295.1979,5524.1158,4175.3500,3974.3856,4219.4456,4285.7300,4256.6246,4227.7734,4269.6100,4388.0845,4422.0237,4366.5300,4361.1796,4335.4378,4239.5400,4130.1956,4177.9203,4348.7100,4422.8666,4368.7443,4255.6400,4190.1891,4222.0209,4366.7000,4506.3750,4106.2154,3430.3500,3326.2612,3382.5015,3309.4700,3239.0851,3205.2722,3256.5900,3412.6035,3416.4850,3299.8000,3314.9347,3191.1504,3102.9600
2025/11/18,3495.3361,3617.4711,3374.3200,3409.3186,3490.3170,3492.7600,3569.3486,3636.1701,3604.9500,3485.7401,3440.1826,3491.2100,3504.1997,3425.6439,3394.4400,3583.4616,3640.1067,3519.6500,3532.3971,3642.8798,3691.6900,3562.1212,3434.5696,3466.2700,3642.2099,3668.4555,3612.0400,3776.1269,3721.0108,3524.1000,3697.4229,3692.8876,3408.6800,3409.2859,4017.4445,4791.0600,4905.4054,4774.5234,4750.1700,4788.4003,4786.6592,4760.7200,4816.6368,4901.5859,4813.1500,4560.0136,5342.3413,6685.5400,6822.0939,6662.0439,6759.2900,6735.6315,6667.2697,6617.3200,6540.6298,6506.7163,6500.6800,6423.5430,6303.7742,6324.6700,6627.2135,6721.5936,6534.2300,6462.5753,6488.4230,6512.3800,6467.6632,6311.3914,6226.1400,6412.5443,6298.5384,5895.9000,5810.7038,5912.2224,5962.1800,5898.2727,6003.1706,6234.2900,6258.5194,6215.0762,6188.2700,6134.1694,6197.1445,6371.7500,6456.9315,6282.4256,6094.2500,6304.8697,6395.3882,6256.7000,6277.8287,6263.6121,6131.5300,6040.1490,6048.8276,6181.0500,6387.7306,6379.5503,6204.0600,6185.9714,6181.4615,6156.7500,6214.8151,6101.5454,5972.0000,6120.7232,5470.9101,4295.9800,4054.1629,4176.2606,4195.3500,4234.0365,4265.5706,4303.5900,4396.2603,4399.9195,4316.7100,4287.1888,4235.3880,4224.3500,4383.2042,4347.8764,4165.1200,4262.7305,4453.8265,4534.1600,4474.8942,4379.1104,4359.9200,4382.5023,3943.1135,3268.6000,3166.8804,3384.2307,3492.5800,3331.7532,3379.1072,3530.0400,3224.3118,3015.7436,3191.0100,3457.4811,3443.1781,3278.4500
2025/11/19,3398.5794,3419.2490,3313.9600,3461.0976,3596.6960,3555.4200,3451.1257,3445.4492,3546.8800,3622.6679,3626.5794,3598.9800,3612.7463,3620.0747,3588.4300,3535.2660,3494.6766,3532.0200,3690.4678,3816.6769,3768.8400,3572.0600,3645.1793,3821.5800,3556.9974,3492.1043,3720.9900,3692.7034,3662.1080,3746.2300,3749.6310,3625.1958,3449.5300,3462.2497,4173.2014,5008.3100,4814.1378,4665.7852,4927.5500,4923.4189,4919.0312,4987.4900,4891.6154,4898.2432,4883.2400,4594.9285,5270.4845,6516.3500,6600.2438,6424.9180,6554.7100,6616.9507,6568.5738,6474.7500,6431.0757,6578.9130,6675.1200,6360.0326,6349.5451,6688.9200,6700.6715,6580.5131,6495.8800,6402.9670,6431.2942,6540.1200,6538.7302,6498.5835,6477.0800,6429.2379,6237.2810,5966.6000,5844.2362,5932.3217,6029.9300,5887.5395,5919.7620,6254.6900,6567.3175,6555.9230,6289.3400,6121.1154,6103.7511,6188.7100,6299.7093,6339.7958,6275.6100,6165.0087,6149.0243,6215.7200,6206.1554,6073.7100,5990.4700,6164.7744,6214.7944,6057.7800,6007.5126,6158.2342,6296.7100,6122.1027,5960.1460,5985.1500,6058.4627,6044.7840,6087.2300,6290.1256,5583.4136,4361.9700,4192.2136,4319.0566,4263.3100,4304.5980,4270.0658,4200.8500,4326.2973,4305.1426,4183.9900,4348.7474,4426.6693,4327.6800,4344.9015,4395.8862,4400.4300,4404.9390,4543.7934,4678.7000,4512.7097,4284.4053,4277.2200,4455.6438,3940.1198,3067.3900,3110.8246,3412.9054,3449.8400,3357.9971,3373.5390,3469.3700,3421.5916,3338.8461,3295.7300,3283.0351,3424.1012,3573.7000
2025/11/20,3451.4104,3424.8246,3496.3200,3330.4051,3337.8605,3565.7400,3607.7195,3473.5808,3399.7200,3573.7832,3552.0117,3402.6100,3593.7103,3549.3204,3347.4200,3643.9747,3755.3874,3517.6500,3477.2986,3569.0324,3666.2400,3737.3691,3730.4124,3676.1100,3655.9062,3605.9849,3602.9900,3779.8398,3801.4385,3620.9400,3540.5839,3622.7293,3697.0300,3620.6943,3993.0919,4666.0000,4825.4000,4724.9403,4688.9500,4778.2669,4833.0878,4806.4500,4798.4437,4827.6488,4735.7300,4519.8885,5335.4870,6744.3800,7006.8880,6694.9893,6497.0200,6545.7425,6682.3445,6717.8900,6576.9159,6478.6250,6502.9300,6540.0117,6570.0812,6570.3800,6519.0139,6503.9940,6531.8100,6527.2033,6521.8070,6499.4300,6406.6409,6338.9379,6313.8600,6246.6025,6108.7510,5925.2800,5787.1845,5881.7610,6062.4100,5995.8234,6014.0603,6209.7200,6325.1908,6340.7142,6295.3600,6231.1533,6219.9551,6283.4500,6358.8823,6289.8743,6201.5200,6343.6045,6277.1018,6056.2300,6177.8819,6257.2265,6198.9800,6272.1426,6157.7061,5933.8200,6043.6614,6200.5673,6143.8700,5948.4990,6135.3278,6459.4800,6174.1680,5990.5202,6221.2900,6331.0174,5542.1147,4409.4300,4303.8665,4367.5477,4192.0200,4239.8175,4376.0419,4440.4000,4418.1634,4337.6079,4270.7000,4277.0811,4238.3076,4193.9300,4294.0274,4331.3230,4282.3300,4337.2082,4440.9642,4512.8500,4527.1329,4522.8415,4530.5800,4469.4412,3942.4569,3229.6600,3091.2338,3200.0412,3291.9500,3379.9637,3235.1250,3065.9300,3326.2724,3476.8699,3454.7300,3621.7541,3178.3345,2375.5800
2025/11/21,2367.6198,2552.6769,2523.0800,2492.6029,2560.7905,2600.8400,2427.9115,2372.4288,2548.2800,2731.2016,2744.9756,2676.4500,2739.5433,2686.4494,2582.0300,2758.1445,2903.3704,2813.5100,2624.0572,2714.1599,2975.0800,2939.0975,2868.7091,2826.7100,2607.2405,2472.9160,2582.0600,2804.1429,2777.8650,2585.6700,2643.6164,2720.5526,2740.1300,2855.0703,2859.2530,2754.2400,2752.9843,2719.7938,2645.0600,2695.0290,2871.4174,3092.8100,3257.3034,3340.3424,3355.8100,3316.2702,3164.4992,3056.5400,3219.4060,3258.9649,3047.5000,2928.9986,3396.6284,4050.8300,3973.1676,3836.9352,3945.3700,3929.9427,3844.0188,3771.5300,3718.3758,3709.6957,3720.2100,3682.3878,3588.4143,3540.0300,3646.3507,3682.5009,3624.5300,3648.4187,3599.7960,3505.8000,3572.4697,3658.6578,3673.2600,3658.5232,3632.4573,3638.8500,3693.0513,3578.9791,3382.0000,3426.2521,3557.6439,3620.8500,3577.9025,3383.2735,3263.7500,3511.5622,3604.0216,3391.8900,3259.3522,3387.3100,3532.2200,3328.2029,3351.9665,3576.7800,3389.8555,3189.9074,3256.6200,3402.5972,3131.3155,2658.2300,2682.9071,2728.0398,2626.9900,2706.9817,2821.7922,2817.5300,2694.6871,2596.3754,2582.2600,2599.5847,2618.7510,2653.6300,2711.2959,2638.9993,2537.2900,2661.1722,2725.1654,2676.6600,2731.9456,2709.4156,2582.9300,2543.6068,2615.1969,2769.5800,2935.4553,2913.2465,2828.8200,2948.5404,2709.9399,2224.5500,2212.3110,2307.0806,2335.1700,2481.7497,2489.4790,2368.6500,2393.7025,2377.2346,2363.2100,2557.5343,2447.9233,2207.7900
2025/11/22,2513.7416,2622.9260,2433.0200,2574.1083,2612.0499,2425.2800,2390.9115,2517.3199,2606.2900,2472.9128,2403.3937,2488.5500,2566.0192,2705.6520,2754.9100,2495.6255,2545.9329,2899.7000,2910.5734,2715.9468,2630.7500,2807.3877,2877.5209,2774.8400,2765.9359,2731.9626,2694.3500,2803.4731,2778.9022,2660.7800,2772.5615,2858.1525,2759.9800,2611.5277,2698.0060,2886.5200,2778.3064,2705.5468,2759.8600,2744.6202,2996.0763,3368.1000,3303.9034,3079.4793,3054.1800,3309.4645,3368.3025,3217.7900,3281.4846,3331.2960,3236.0500,3175.2769,3479.4038,3919.1000,3916.0597,3853.3295,3883.8700,3789.2923,3760.2906,3791.3500,3677.9809,3624.6368,3712.9100,3805.8404,3811.0619,3765.1200,3773.4208,3761.3704,3734.8000,3765.0470,3690.9928,3571.4600,3633.0073,3666.5053,3604.6800,3588.2516,3577.5429,3553.5900,3537.3442,3443.1639,3343.5400,3425.8358,3594.5497,3676.5600,3573.2940,3492.5890,3463.0300,3346.6284,3350.1915,3484.1400,3516.1851,3392.6044,3285.2000,3403.5432,3418.2499,3339.9600,3495.9418,3589.7252,3541.5400,3523.9807,3229.8546,2733.9600,2510.2155,2597.6493,2761.5000,2724.3572,2666.9712,2675.6000,2653.7241,2618.2983,2649.7200,2789.1977,2801.6114,2643.1500,2524.6728,2620.6557,2819.2400,2825.6949,2713.2872,2695.6100,2889.6810,2870.1483,2648.4100,2666.9289,2803.8428,2853.0500,2739.3845,2653.3958,2726.6700,2885.6503,2755.6017,2356.5300,2126.5420,2281.4671,2520.9200,2351.8951,2304.7755,2531.3000,2632.0661,2560.8866,2362.1600,2187.5196,2595.5343,3314.1700
2025/11/23,3454.4430,3375.4390,3447.1000,3654.0646,3697.9927,3499.9900,3288.5272,3353.1345,3510.3300,3337.9555,3366.2497,3609.0600,3535.6797,3458.8041,3508.4200,3502.0811,3599.8222,3700.9100,3541.2208,3577.8362,3804.6900,3729.3049,3501.0262,3396.9300,3555.7244,3729.5673,3746.6400,3661.0753,3724.1576,3830.5700,3663.3213,3646.9690,3764.7700,3660.8691,4091.8499,4833.9600,4832.9088,4738.2251,4830.3900,4746.8379,4767.7097,4870.9800,4755.8590,4858.6127,5012.9200,4734.3931,5344.9842,6589.9800,6778.5543,6587.8428,6503.9500,6340.6204,6418.5257,6619.4000,6471.2856,6366.5078,6486.8300,6610.7178,6639.0381,6594.6000,6556.6198,6487.7695,6415.4200,6425.2757,6457.8867,6431.4600,6333.2472,6355.0927,6475.1300,6456.9280,6270.0628,6063.3600,6016.9946,5947.4633,5812.8400,5797.3391,6036.7523,6253.8400,6053.2905,6118.2986,6436.2800,6310.0517,6159.0846,6144.7400,6014.9576,6037.7780,6209.3800,6224.9381,6200.3727,6205.0600,6174.7149,6132.9908,6075.5600,5995.4801,6069.6020,6237.4000,6234.3964,6116.8915,6047.5400,6138.7349,6218.1642,6235.5100,6270.2518,6164.7061,6094.3200,6278.3060,5611.0602,4433.0100,4293.7532,4483.9687,4408.0400,4215.9372,4229.5833,4388.8900,4345.8304,4263.0445,4278.5200,4338.9445,4267.0977,4167.6000,4294.0719,4278.2081,4194.5400,4466.5672,4542.1712,4425.4000,4634.2386,4557.7661,4251.2500,4338.1385,3945.9902,3194.3500,3174.5779,3381.2317,3391.6600,3291.6607,3209.6728,3218.2600,3298.3403,3316.0008,3279.0200,3322.0572,3410.0398,3501.2200
